city,year,weekofyear,total_cases
sj,2011,28,13
sj,2011,29,11
sj,2011,30,11
sj,2011,31,11
sj,2011,32,18
sj,2011,33,14
sj,2011,34,15
sj,2011,35,17
sj,2011,36,14
sj,2011,37,16
sj,2011,38,16
sj,2011,39,18
sj,2011,40,20
sj,2011,41,17
sj,2011,42,16
sj,2011,43,17
sj,2011,44,18
sj,2011,45,17
sj,2011,46,19
sj,2011,47,22
sj,2011,48,22
sj,2011,49,18
sj,2011,50,21
sj,2011,51,18
sj,2012,52,18
sj,2012,1,23
sj,2012,2,15
sj,2012,3,16
sj,2012,4,10
sj,2012,5,11
sj,2012,6,12
sj,2012,7,12
sj,2012,8,11
sj,2012,9,8
sj,2012,10,4
sj,2012,11,6
sj,2012,12,5
sj,2012,13,5
sj,2012,14,4
sj,2012,15,4
sj,2012,16,5
sj,2012,17,3
sj,2012,18,5
sj,2012,19,4
sj,2012,20,7
sj,2012,21,5
sj,2012,22,5
sj,2012,23,11
sj,2012,24,8
sj,2012,25,15
sj,2012,26,14
sj,2012,27,12
sj,2012,28,9
sj,2012,29,12
sj,2012,30,11
sj,2012,31,12
sj,2012,32,12
sj,2012,33,13
sj,2012,34,14
sj,2012,35,13
sj,2012,36,15
sj,2012,37,24
sj,2012,38,22
sj,2012,39,21
sj,2012,40,29
sj,2012,41,15
sj,2012,42,19
sj,2012,43,21
sj,2012,44,22
sj,2012,45,22
sj,2012,46,22
sj,2012,47,18
sj,2012,48,19
sj,2012,49,20
sj,2012,50,18
sj,2012,51,15
sj,2013,1,19
sj,2013,2,22
sj,2013,3,14
sj,2013,4,14
sj,2013,5,14
sj,2013,6,15
sj,2013,7,13
sj,2013,8,10
sj,2013,9,9
sj,2013,10,5
sj,2013,11,5
sj,2013,12,4
sj,2013,13,5
sj,2013,14,4
sj,2013,15,6
sj,2013,16,6
sj,2013,17,3
iq,2010,26,19
iq,2010,27,18
iq,2010,28,20
iq,2010,29,20
iq,2010,30,22
iq,2010,31,19
iq,2010,32,20
iq,2010,33,22
iq,2010,34,24
iq,2010,35,25
iq,2010,36,27
iq,2010,37,30
iq,2010,38,31
iq,2010,39,31
iq,2010,40,33
iq,2010,41,31
iq,2010,42,19
iq,2010,43,20
iq,2010,44,16
iq,2010,45,18
iq,2010,46,15
iq,2010,47,13
iq,2010,48,14
iq,2010,49,15
iq,2010,50,13
iq,2010,51,14
iq,2011,52,18
iq,2011,1,11
iq,2011,2,9
iq,2011,3,4
iq,2011,4,7
iq,2011,5,6
iq,2011,6,6
iq,2011,7,11
iq,2011,8,9
iq,2011,9,9
iq,2011,10,5
iq,2011,11,5
iq,2011,12,5
iq,2011,13,5
iq,2011,14,6
iq,2011,15,4
iq,2011,16,5
iq,2011,17,7
iq,2011,18,8
iq,2011,19,4
iq,2011,20,7
iq,2011,21,6
iq,2011,22,6
iq,2011,23,5
iq,2011,24,4
iq,2011,25,3
iq,2011,26,4
iq,2011,27,5
iq,2011,28,4
iq,2011,29,4
iq,2011,30,4
iq,2011,31,4
iq,2011,32,4
iq,2011,33,4
iq,2011,34,4
iq,2011,35,4
iq,2011,36,3
iq,2011,37,4
iq,2011,38,6
iq,2011,39,9
iq,2011,40,6
iq,2011,41,6
iq,2011,42,8
iq,2011,43,8
iq,2011,44,5
iq,2011,45,11
iq,2011,46,17
iq,2011,47,7
iq,2011,48,6
iq,2011,49,10
iq,2011,50,13
iq,2011,51,14
iq,2012,52,10
iq,2012,1,9
iq,2012,2,11
iq,2012,3,12
iq,2012,4,8
iq,2012,5,10
iq,2012,6,13
iq,2012,7,13
iq,2012,8,13
iq,2012,9,8
iq,2012,10,6
iq,2012,11,4
iq,2012,12,5
iq,2012,13,8
iq,2012,14,5
iq,2012,15,5
iq,2012,16,7
iq,2012,17,5
iq,2012,18,3
iq,2012,19,3
iq,2012,20,4
iq,2012,21,3
iq,2012,22,3
iq,2012,23,3
iq,2012,24,3
iq,2012,25,3
iq,2012,26,4
iq,2012,27,2
iq,2012,28,3
iq,2012,29,4
iq,2012,30,3
iq,2012,31,2
iq,2012,32,4
iq,2012,33,4
iq,2012,34,5
iq,2012,35,4
iq,2012,36,4
iq,2012,37,5
iq,2012,38,7
iq,2012,39,8
iq,2012,40,10
iq,2012,41,8
iq,2012,42,11
iq,2012,43,10
iq,2012,44,9
iq,2012,45,10
iq,2012,46,10
iq,2012,47,18
iq,2012,48,9
iq,2012,49,9
iq,2012,50,9
iq,2012,51,9
iq,2013,1,17
iq,2013,2,13
iq,2013,3,12
iq,2013,4,22
iq,2013,5,17
iq,2013,6,23
iq,2013,7,22
iq,2013,8,15
iq,2013,9,12
iq,2013,10,9
iq,2013,11,8
iq,2013,12,9
iq,2013,13,8
iq,2013,14,7
iq,2013,15,4
iq,2013,16,5
iq,2013,17,4
iq,2013,18,5
iq,2013,19,4
iq,2013,20,4
iq,2013,21,5
iq,2013,22,4
iq,2013,23,3
iq,2013,24,2
iq,2013,25,3
iq,2013,26,3
