city,year,weekofyear,total_cases
sj,2010,45,23
sj,2010,46,24
sj,2010,47,10
sj,2010,48,24
sj,2010,49,16
sj,2010,50,17
sj,2010,51,27
sj,2011,52,27
sj,2011,1,18
sj,2011,2,21
sj,2011,3,16
sj,2011,4,18
sj,2011,5,21
sj,2011,6,18
sj,2011,7,23
sj,2011,8,21
sj,2011,9,17
sj,2011,10,17
sj,2011,11,16
sj,2011,12,17
sj,2011,13,14
sj,2011,14,14
sj,2011,15,14
sj,2011,16,12
sj,2011,17,4
sj,2011,18,12
sj,2011,19,9
sj,2011,20,22
sj,2011,21,24
sj,2011,22,10
sj,2011,23,11
sj,2011,24,27
sj,2011,25,23
sj,2011,26,18
sj,2011,27,15
sj,2011,28,14
sj,2011,29,11
sj,2011,30,12
sj,2011,31,15
sj,2011,32,30
sj,2011,33,22
sj,2011,34,20
sj,2011,35,24
sj,2011,36,21
sj,2011,37,25
sj,2011,38,23
sj,2011,39,30
sj,2011,40,36
sj,2011,41,16
sj,2011,42,13
sj,2011,43,20
sj,2011,44,14
sj,2011,45,22
sj,2011,46,16
sj,2011,47,22
sj,2011,48,20
sj,2011,49,13
sj,2011,50,10
sj,2011,51,23
sj,2012,52,27
sj,2012,1,12
sj,2012,2,13
sj,2012,3,12
sj,2012,4,10
sj,2012,5,10
sj,2012,6,14
sj,2012,7,8
sj,2012,8,11
sj,2012,9,8
sj,2012,10,7
sj,2012,11,9
sj,2012,12,8
sj,2012,13,10
sj,2012,14,9
sj,2012,15,4
sj,2012,16,5
sj,2012,17,4
sj,2012,18,7
sj,2012,19,6
sj,2012,20,7
sj,2012,21,6
sj,2012,22,7
sj,2012,23,13
sj,2012,24,12
sj,2012,25,21
sj,2012,26,16
sj,2012,27,12
sj,2012,28,12
sj,2012,29,12
sj,2012,30,13
sj,2012,31,15
sj,2012,32,14
sj,2012,33,14
sj,2012,34,12
sj,2012,35,15
sj,2012,36,15
sj,2012,37,23
sj,2012,38,24
sj,2012,39,14
sj,2012,40,20
sj,2012,41,16
sj,2012,42,15
sj,2012,43,16
sj,2012,44,16
sj,2012,45,25
sj,2012,46,12
sj,2012,47,15
sj,2012,48,18
sj,2012,49,22
sj,2012,50,14
sj,2012,51,13
sj,2013,1,4
sj,2013,2,9
sj,2013,3,7
sj,2013,4,9
sj,2013,5,8
sj,2013,6,6
sj,2013,7,9
sj,2013,8,5
sj,2013,9,6
sj,2013,10,4
sj,2013,11,8
sj,2013,12,6
sj,2013,13,6
sj,2013,14,5
sj,2013,15,7
sj,2013,16,5
sj,2013,17,5
iq,2010,26,7
iq,2010,27,2
iq,2010,28,4
iq,2010,29,3
iq,2010,30,4
iq,2010,31,2
iq,2010,32,2
iq,2010,33,4
iq,2010,34,1
iq,2010,35,0
iq,2010,36,4
iq,2010,37,0
iq,2010,38,7
iq,2010,39,2
iq,2010,40,7
iq,2010,41,2
iq,2010,42,4
iq,2010,43,9
iq,2010,44,9
iq,2010,45,9
iq,2010,46,7
iq,2010,47,9
iq,2010,48,8
iq,2010,49,8
iq,2010,50,7
iq,2010,51,3
iq,2011,52,11
iq,2011,1,7
iq,2011,2,7
iq,2011,3,1
iq,2011,4,8
iq,2011,5,6
iq,2011,6,4
iq,2011,7,4
iq,2011,8,10
iq,2011,9,7
iq,2011,10,5
iq,2011,11,2
iq,2011,12,9
iq,2011,13,7
iq,2011,14,5
iq,2011,15,1
iq,2011,16,7
iq,2011,17,6
iq,2011,18,8
iq,2011,19,2
iq,2011,20,7
iq,2011,21,4
iq,2011,22,3
iq,2011,23,5
iq,2011,24,13
iq,2011,25,2
iq,2011,26,1
iq,2011,27,2
iq,2011,28,1
iq,2011,29,2
iq,2011,30,2
iq,2011,31,2
iq,2011,32,3
iq,2011,33,2
iq,2011,34,3
iq,2011,35,3
iq,2011,36,2
iq,2011,37,4
iq,2011,38,10
iq,2011,39,10
iq,2011,40,3
iq,2011,41,3
iq,2011,42,11
iq,2011,43,8
iq,2011,44,6
iq,2011,45,10
iq,2011,46,12
iq,2011,47,8
iq,2011,48,11
iq,2011,49,10
iq,2011,50,9
iq,2011,51,9
iq,2012,52,11
iq,2012,1,3
iq,2012,2,5
iq,2012,3,7
iq,2012,4,3
iq,2012,5,7
iq,2012,6,6
iq,2012,7,8
iq,2012,8,13
iq,2012,9,6
iq,2012,10,9
iq,2012,11,3
iq,2012,12,2
iq,2012,13,12
iq,2012,14,8
iq,2012,15,9
iq,2012,16,11
iq,2012,17,4
iq,2012,18,3
iq,2012,19,2
iq,2012,20,4
iq,2012,21,2
iq,2012,22,3
iq,2012,23,3
iq,2012,24,3
iq,2012,25,4
iq,2012,26,5
iq,2012,27,2
iq,2012,28,2
iq,2012,29,2
iq,2012,30,2
iq,2012,31,1
iq,2012,32,4
iq,2012,33,4
iq,2012,34,6
iq,2012,35,9
iq,2012,36,2
iq,2012,37,4
iq,2012,38,2
iq,2012,39,5
iq,2012,40,3
iq,2012,41,12
iq,2012,42,8
iq,2012,43,15
iq,2012,44,10
iq,2012,45,10
iq,2012,46,10
iq,2012,47,14
iq,2012,48,6
iq,2012,49,10
iq,2012,50,9
iq,2012,51,9
iq,2013,1,9
iq,2013,2,3
iq,2013,3,5
iq,2013,4,14
iq,2013,5,6
iq,2013,6,8
iq,2013,7,11
iq,2013,8,5
iq,2013,9,4
iq,2013,10,11
iq,2013,11,8
iq,2013,12,10
iq,2013,13,10
iq,2013,14,12
iq,2013,15,6
iq,2013,16,6
iq,2013,17,4
iq,2013,18,4
iq,2013,19,5
iq,2013,20,3
iq,2013,21,5
iq,2013,22,4
iq,2013,23,4
iq,2013,24,3
iq,2013,25,2
iq,2013,26,3
